Site;Layer LTE;LTE detail;CelleLTE_Configurate;Admnistrative_State;Baseband 5216;Baseband 6620;Baseband 6630;Baseband R503;Presenza Baseband;DUS3101;DUS3102;DUS4101;DUS4102;Presenza DUS;#Radio;#RRU;#RU;BB/DU Presenti;0
AR08;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AR09;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
AR0A;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
AR0B;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;6;;;DUS41;
AR0C;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AR0D;3;L8L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
AR0E;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AR0F;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;3;6;BB6630;
AR10;2;L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
AR11;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;2;;DUS41;
AR13;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AR15;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AR16;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AR17;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;;12;BB6630;
AR19;1;L8;2;2;;;;;;;;;1;#1 DUS4102;;;4;DUS41;
AR1B;2;L18L21;4;4;1;;;;#1 Baseband 5216;;;;;;4;;;BB5216;
AR1C;2;L18L21;4;4;;;;;;;;1;;#1 DUS4101;2;;2;DUS41;
AR1D;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
AR1E;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;2;;4;DUS41;
AR22;2;L8L18;4;4;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AR27;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
AR28;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AR29;3;L8L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;4;;4;BB6630;
AR2B;2;L18L21;4;4;;;;;;;;;1;#1 DUS4102;2;;4;DUS41;
AR2C;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
AR2D;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
AR2E;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
AR2F;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
AR30;2;L8L18;4;4;;;1;;#1 Baseband 6630;;;;;;1;2;;BB6630;
AR31;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AR32;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;;2;;BB5216;
AR33;3;L8L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
AR34;1;L8;2;2;;;;;;;;;1;#1 DUS4102;;2;;DUS41;
AR35;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
AR36;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
AR37;3;L8L18L21;8;8;;;1;;#1 Baseband 6630;;;;;;3;;10;BB6630;
AR39;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
AR3A;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
AR3B;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AR3C;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AR3D;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
AR3E;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
AR3F;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
AR40;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
AR41;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;;12;BB6630;
AR45;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AR46;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AR47;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;2;;4;DUS41;
AR48;2;L18L21;4;4;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AR49;1;L8;1;1;;;1;;#1 Baseband 6630;;;;;;1;;;BB6630;
AR4A;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
AR4B;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
AR4C;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
AR4D;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;;12;BB6630;
AR4E;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
AR4F;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AR51;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AR52;2;L8L18;4;4;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
AR53;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AR54;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
AR56;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
AR57;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;2;;4;DUS41;
AR58;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;2;;4;DUS41;
AR59;4;L8L18L21L26;12;12;;;2;;#2 Baseband 6630;;;;;;10;;;BB6630;
AR5A;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;;;6;BB5216;
AR5B;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AR5C;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
AR5D;2;L18L21;4;4;;;;;;;;;1;#1 DUS4102;2;;4;DUS41;
AR5E;2;L18L21;4;4;;;;;;;;1;;#1 DUS4101;;;8;DUS41;
AR5F;2;L18L21;4;4;;;;;;;;;1;#1 DUS4102;;;8;DUS41;
AR60;3;L8L18L21;8;8;;;1;;#1 Baseband 6630;;;;;;3;;10;BB6630;
AR61;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;;12;BB6630;
AR62;1;L8;2;2;;;;;;;;;1;#1 DUS4102;2;;;DUS41;
AR64;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
AR65;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AR69;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
AR6A;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;;12;BB6630;
AR6B;1;L21;3;3;;;1;;#1 Baseband 6630;;;;;;;;3;BB6630;
AR6C;2;L18L21;4;4;;;;;;;;1;;#1 DUS4101;4;;;DUS41;
AR6D;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
AR6E;2;L18L21;4;4;1;;;;#1 Baseband 5216;;;;;;4;;;BB5216;
AR6F;1;L8;2;2;;;;;;;;;1;#1 DUS4102;2;;;DUS41;
AR70;4;L8L18L21L26;8;8;1;;1;1;#1 Baseband 5216 #1 Baseband 6630 #1 Baseband R503;;;;;;6;;;BB6630;
AR71;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AR74;3;L8L18L21;8;8;;;1;;#1 Baseband 6630;;;;;;3;3;4;BB6630;
AR76;3;L8L18L21;7;7;;;1;;#1 Baseband 6630;;;;;;2;;10;BB6630;
AR77;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;;12;BB6630;
AR78;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
AR79;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;;12;BB6630;
AR7A;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
AR7B;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AR7E;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AR80;2;L18L21;5;5;;;;;;;;1;;#1 DUS4101;5;;;DUS41;
AR81;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;;12;BB6630;
AR82;3;L8L18L21;7;7;;;1;;#1 Baseband 6630;;;;;;3;;8;BB6630;
AR83;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;;12;BB6630;
AR84;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AR86;3;L8L18L21;8;8;;;1;;#1 Baseband 6630;;;;;;2;;12;BB6630;
AR87;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;;12;BB6630;
AR88;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AR89;2;L18L21;5;5;;;;;;;;1;;#1 DUS4101;3;;4;DUS41;
AR8A;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;2;;6;BB6630;
AR8B;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AR8D;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
AR8E;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;4;;;DUS41;
AR91;2;L18L21;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
AR93;2;L18L21;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
AR94;3;L18L21L26;9;9;;;1;;#1 Baseband 6630;;;;;;6;3;;BB6630;
AR96;3;L18L21L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;9;;;BB5216+R503;
AR98;2;L18L21;5;5;;;;;;;;1;;#1 DUS4101;3;;4;DUS41;
AR99;2;L18L21;6;6;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;6;;;BB5216+R503;
AR9A;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
AR9B;1;L18;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
AR9C;1;L8;1;1;;;1;;#1 Baseband 6630;;;;;;;;2;BB6630;
AR9D;2;L18L21;4;4;;;;;;;;1;;#1 DUS4101;2;;4;DUS41;
AR9F;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
ARA1;2;L8L18;4;4;;;;;;;;;1;#1 DUS4102;;;8;DUS41;
ARA2;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
ARA3;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
ARA4;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
ARA5;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
ARA7;3;L8L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;2;;8;BB6630;
ARA8;2;L18L21;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
ARAA;1;L18;3;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
ARAD;2;L18L21;4;4;;;;;;;;1;;#1 DUS4101;2;;4;DUS41;
ARAE;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
ARB0;2;L18L21;6;3;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
ARCA;2;L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
AS05;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AS06;1;L18;1;1;1;;;;#1 Baseband 5216;;;;;;1;;;BB5216;
AS07;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AS0E;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
AS15;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;5;;;BB6630;
AT01;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
AT02;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
AT03;3;L8L18L26;8;8;;;;;;;;2;;#2 DUS4101;3;;10;DUS41;
AT04;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;3;;BB6630;
AT05;2;L8L21;6;6;;;1;;#1 Baseband 6630;;;;;;3;3;;BB6630;
AT06;2;L8L18;2;2;;;;;;;;1;;#1 DUS4101;1;1;;DUS41;
AT07;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT08;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT09;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT0C;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AT0E;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AT10;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AT11;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AT12;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT13;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AT14;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
AT16;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;;3;;BB5216;
AT17;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AT18;1;L8;2;2;;;;;;;;;1;#1 DUS4102;;2;;DUS41;
AT19;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT1A;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AT1B;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
AT1D;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT1E;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;2;1;;BB6630;
AT23;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT24;2;L8L21;6;6;;;;;;;;1;;#1 DUS4101;;3;6;DUS41;
AT26;2;L8L21;5;5;;;;;;;;;1;#1 DUS4102;2;3;;DUS41;
AT27;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT28;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT32;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AT34;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT35;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AT37;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
AT38;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT39;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;3;3;;BB5216;
AT40;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
AT41;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT42;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;3;;6;BB5216;
AT43;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT44;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;4;;DUS41;
AT45;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
AT46;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT47;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
AT48;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT49;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT50;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT51;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT54;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
AT55;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
AT56;2;L8L18;4;4;1;;;;#1 Baseband 5216;;;;;;2;;4;BB5216;
AT57;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
AT58;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT59;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT60;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;3;;6;BB5216;
AT61;1;L21;3;3;;;1;;#1 Baseband 6630;;;;;;;;6;BB6630;
AT62;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT63;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT64;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AT65;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT67;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AT69;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;;;6;BB5216;
AT70;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AT71;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT72;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT73;2;L8L18;4;4;1;;;;#1 Baseband 5216;;;;;;2;;4;BB5216;
AT75;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT79;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT80;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;3;3;;BB5216;
AT81;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AT82;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT84;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AT86;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AV01;2;L8L18;4;4;;;;;;;;;1;#1 DUS4102;2;2;;DUS41;
AV03;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
AV04;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
AV05;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
AV07;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
AV08;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AV09;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AV0A;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AV0B;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
AV0D;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AV10;4;L8L18L21L26;12;12;;;2;;#2 Baseband 6630;;;;;;11;;;BB6630;
AV11;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AV12;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
AV13;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AV15;3;L8L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;4;;4;BB6630;
AV16;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AV17;4;L8L18L21L26;8;8;;;2;;#2 Baseband 6630;;;;;;5;;;BB6630;
AV18;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AV19;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;2;2;;DUS41;
AV1B;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
AV21;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AV24;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AV25;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
AV26;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;;6;DUS41;
AV29;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
AV2A;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;;;12;BB5216;
AV2C;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
AV32;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
AV34;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
AV37;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AV38;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;6;;6;BB6630;
AV39;1;L18;2;2;;;;;;;;;1;#1 DUS4102;;;4;DUS41;
AV3C;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AV43;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
AV44;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
AV45;3;L8L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;4;2;;BB6630;
AV46;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;3;;BB6630;
AV47;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AV48;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AV49;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AV4B;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AV50;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AV58;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
AV60;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
AV66;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AV68;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;2;;DUS41;
AV70;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AV76;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AV77;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AV78;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AV79;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AV81;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AV87;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AV90;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
AV92;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AV94;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AV95;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
AV99;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AVA4;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AVA5;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
AVA6;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
AVA7;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
AVA8;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;;;12;DUS41;
AVAA;2;L8L21;6;6;;;1;;#1 Baseband 6630;;;;;;5;;;BB6630;
AVAC;3;L8L18L21;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AVAD;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
AVAE;2;L8L21;6;6;;;1;;#1 Baseband 6630;;;;;;5;;;BB6630;
AVAF;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AVB1;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
AVB3;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
AVB4;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AVB5;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
AVB6;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
AVB7;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
AVB9;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AVBC;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
AVBE;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AVBF;1;L18;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
AVC2;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AVC3;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
AVC6;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AVCA;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AVCB;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;;;12;BB5216;
AVCC;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
AVCE;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
AVCF;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AVD0;1;L18;2;2;;;;;;;;;1;#1 DUS4102;;;4;DUS41;
AVD1;4;L8L18L21L26;8;8;;;2;;#2 Baseband 6630;;;;;;7;;;BB6630;
AVD2;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
AVD3;2;L8L18;4;4;1;;;;#1 Baseband 5216;;;;;;4;;;BB5216;
AVD4;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
AVD5;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AVD6;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
AVD8;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;2;1;;BB5216;
AVDF;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
BA25;2;L8L18;5;5;;;1;;#1 Baseband 6630;;;;;;5;;;BB6630;
BA49;2;L8L18;7;7;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
BBCF;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;8;;;BB6630;
BBE1;3;L8L18L21;9;0;;;1;;#1 Baseband 6630;;;;;;8;;;BB6630;
BC01;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
